index,loss,correct,total_logprob,partial_credit
0,0.4242517352104187,1,-0.6406749486923218,1.0
1,0.4225524365901947,1,-0.637204647064209,1.0
2,0.40500563383102417,1,-0.7049840688705444,1.0
3,0.37407344579696655,1,-0.734744131565094,1.0
4,0.3931881785392761,1,-0.7257488369941711,1.0
5,0.4189470708370209,1,-0.7088413238525391,1.0
6,0.5129298567771912,1,-0.8272160291671753,1.0
7,0.3256205916404724,1,-0.581176221370697,1.0
8,0.3692334294319153,1,-1.9215643405914307,1.0
9,0.38412222266197205,1,-0.60519939661026,1.0
10,0.3285774886608124,1,-0.6773779392242432,1.0
11,0.2772592604160309,1,-1.0831142663955688,1.0
12,0.3297743797302246,1,-0.7941741943359375,1.0
13,0.42491742968559265,1,-0.8219648599624634,1.0
14,0.4627150595188141,1,-0.8158442974090576,1.0
15,0.39389723539352417,1,-0.7309278249740601,1.0
16,0.29035064578056335,1,-0.9907707571983337,1.0
17,0.37006956338882446,1,-0.8099260926246643,1.0
18,0.44245484471321106,1,-0.8825356960296631,1.0
19,0.3458114266395569,1,-0.7310864329338074,1.0
20,0.45533955097198486,1,-1.2243995666503906,1.0
21,0.362932026386261,1,-0.69023197889328,1.0
22,0.3792498707771301,1,-0.7982131838798523,1.0
23,0.37190356850624084,1,-0.8047027587890625,1.0
24,0.4077087342739105,1,-0.972496509552002,1.0
25,0.3413145840167999,1,-0.7575770020484924,1.0
26,0.5230765342712402,1,-0.9216617345809937,1.0
27,0.5488590002059937,1,-0.6661895513534546,1.0
28,0.3635084629058838,1,-0.8384757041931152,1.0
29,0.34715595841407776,1,-0.7453932762145996,1.0
30,0.4352734684944153,1,-0.859976589679718,1.0
31,0.42750105261802673,1,-0.7109736204147339,1.0
32,0.37071651220321655,1,-1.4019489288330078,1.0
